Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
EPS005	EPS005_EPS005.A0101.MT1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS005_EPS005.A0101.MT1.1_2_L1_R1.fastq.gz	NA	NA	ERR11770491.fastq.gz	NA
JBT001	JBT001_JBT001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT001_JBT001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770494.fastq.gz	NA
JBT010	JBT010_JBT010.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT010_JBT010.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770497.fastq.gz	NA
JBT012	JBT012_JBT012.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT012_JBT012.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770499.fastq.gz	NA
JBT015	JBT015_JBT015.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT015_JBT015.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770502.fastq.gz	NA
JBT020	JBT020_JBT020.A0101.MT1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT020_JBT020.A0101.MT1.1_2_L1_R1.fastq.gz	NA	NA	ERR11770505.fastq.gz	NA
JBT023	JBT023_JBT023.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT023_JBT023.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770508.fastq.gz	NA
JBT025	JBT025_JBT025.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT025_JBT025.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770509.fastq.gz	NA
SAM014	SAM014_SAM014.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/SAM014_SAM014.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770513.fastq.gz	NA
TDA002	TDA002_TDA002.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/TDA002_TDA002.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770514.fastq.gz	NA
CAP007	CAP007_CAP007.A0101.TF1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAP007_CAP007.A0101.TF1.1_2_L1_R1.fastq.gz	NA	NA	ERR11769643.fastq.gz	NA
EPS001	EPS001_EPS001.A0102.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS001_EPS001.A0102.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769648.fastq.gz	NA
EPS005	EPS005_EPS005.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS005_EPS005.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769652.fastq.gz	NA
EPS011	EPS011_EPS011.A0101.TF1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS011_EPS011.A0101.TF1.1_2_L1_R1.fastq.gz	NA	NA	ERR11769653.fastq.gz	NA
JBT001	JBT001_JBT001.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT001_JBT001.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769655.fastq.gz	NA
JBT002	JBT002_JBT002.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT002_JBT002.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769656.fastq.gz	NA
JBT010	JBT010_JBT010.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT010_JBT010.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769658.fastq.gz	NA
JBT013	JBT013_JBT013.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT013_JBT013.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769661.fastq.gz	NA
JBT014	JBT014_JBT014.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT014_JBT014.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769662.fastq.gz	NA
JBT019	JBT019_JBT019.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT019_JBT019.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769665.fastq.gz	NA
JBT021	JBT021_JBT021.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT021_JBT021.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769667.fastq.gz	NA
JBT023	JBT023_JBT023.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT023_JBT023.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769669.fastq.gz	NA
PAI001	PAI001_PAI001.A0101.TF1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PAI001_PAI001.A0101.TF1.1_2_L1_R1.fastq.gz	NA	NA	ERR11769672.fastq.gz	NA
PLM001	PLM001_PLM001.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PLM001_PLM001.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769673.fastq.gz	NA
CBE003	CBE003_CBE003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CBE003_CBE003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770483.fastq.gz	NA
EPS001	EPS001_EPS001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/EPS001_EPS001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770487.fastq.gz	NA
JBT009	JBT009_JBT009.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT009_JBT009.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770496.fastq.gz	NA
JBT018	JBT018_JBT018.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT018_JBT018.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770503.fastq.gz	NA
JBT019	JBT019_JBT019.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT019_JBT019.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770504.fastq.gz	NA
JBT022	JBT022_JBT022.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT022_JBT022.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770507.fastq.gz	NA
PAI001	PAI001_PAI001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PAI001_PAI001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770511.fastq.gz	NA
PLM001	PLM001_PLM001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PLM001_PLM001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770512.fastq.gz	NA
CBE004	CBE004_CBE004.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CBE004_CBE004.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769645.fastq.gz	NA
CUB008	CUB008_CUB008.A0101.TF1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CUB008_CUB008.A0101.TF1.1_2_L1_R1.fastq.gz	NA	NA	ERR11769647.fastq.gz	NA
EPS002	EPS002_EPS002.A0101.TF1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS002_EPS002.A0101.TF1.1_2_L1_R1.fastq.gz	NA	NA	ERR11769649.fastq.gz	NA
EPS003	EPS003_EPS003.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS003_EPS003.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769650.fastq.gz	NA
EPS004	EPS004_EPS004.A0101.TF1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS004_EPS004.A0101.TF1.1_2_L1_R1.fastq.gz	NA	NA	ERR11769651.fastq.gz	NA
JBT012	JBT012_JBT012.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT012_JBT012.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769660.fastq.gz	NA
JBT018	JBT018_JBT018.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT018_JBT018.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769664.fastq.gz	NA
JBT020	JBT020_JBT020.A0101.TF1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT020_JBT020.A0101.TF1.1_2_L1_R1.fastq.gz	NA	NA	ERR11769666.fastq.gz	NA
JBT022	JBT022_JBT022.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT022_JBT022.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769668.fastq.gz	NA
SAM014	SAM014_SAM014.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/SAM014_SAM014.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR11769674.fastq.gz	NA
TDA002	TDA002_TDA002.A0102.TF1.1_2_3	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/TDA002_TDA002.A0102.TF1.1_2_3_L1_R1.fastq.gz	NA	NA	ERR11769675.fastq.gz	NA
VSM001	VSM001_VSM001.A0101.TF1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/VSM001_VSM001.A0101.TF1.1_2_L1_R1.fastq.gz	NA	NA	ERR11769676.fastq.gz	NA
CAP007	CAP007_CAP007.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAP007_CAP007.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770482.fastq.gz	NA
EPS003	EPS003_EPS003.A0101.MT1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS003_EPS003.A0101.MT1.1_2_L1_R1.fastq.gz	NA	NA	ERR11770489.fastq.gz	NA
EPS011	EPS011_EPS011.A0101.MT1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/EPS011_EPS011.A0101.MT1.1_2_L1_R1.fastq.gz	NA	NA	ERR11770492.fastq.gz	NA
GA4002	GA4002_GA4002.A0101.MT1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/GA4002_GA4002.A0101.MT1.1_2_L1_R1.fastq.gz	NA	NA	ERR11770493.fastq.gz	NA
JBT002	JBT002_JBT002.A0101.MT1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT002_JBT002.A0101.MT1.1_2_L1_R1.fastq.gz	NA	NA	ERR11770495.fastq.gz	NA
JBT011	JBT011_JBT011.A0101.MT1.1_2	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT011_JBT011.A0101.MT1.1_2_L1_R1.fastq.gz	NA	NA	ERR11770498.fastq.gz	NA
JBT013	JBT013_JBT013.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT013_JBT013.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770500.fastq.gz	NA
JBT014	JBT014_JBT014.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT014_JBT014.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770501.fastq.gz	NA
JBT021	JBT021_JBT021.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT021_JBT021.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770506.fastq.gz	NA
JBT026	JBT026_JBT026.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/JBT026_JBT026.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770510.fastq.gz	NA
VSM001	VSM001_VSM001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/VSM001_VSM001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR11770515.fastq.gz	NA
