Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM	R1_target_file	R2_target_file
CAO031	CAO031_CAO031.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO031_CAO031.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170332.fastq.gz	NA
CDE001	CDE001_CDE001.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CDE001_CDE001.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170334.fastq.gz	NA
CDE005	CDE005_CDE005.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CDE005_CDE005.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170338.fastq.gz	NA
CIP001	CIP001_CIP001.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP001_CIP001.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170339.fastq.gz	NA
CIP003	CIP003_CIP003.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP003_CIP003.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170341.fastq.gz	NA
CIP008	CIP008_CIP008.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP008_CIP008.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170343.fastq.gz	NA
CIP009	CIP009_CIP009.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP009_CIP009.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170344.fastq.gz	NA
CIP011	CIP011_CIP011.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP011_CIP011.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170346.fastq.gz	NA
ELM001	ELM001_ELM001.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/ELM001_ELM001.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170351.fastq.gz	NA
GUY002	GUY002_GUY002.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/GUY002_GUY002.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170353.fastq.gz	NA
LAV006	LAV006_LAV006.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV006_LAV006.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170360.fastq.gz	NA
PCA002	PCA002_PCA002.A0101.TF1.1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCA002_PCA002.A0101.TF1.1.1_L1_R1.fastq.gz	NA	NA	ERR4170370.fastq.gz	NA
PCA009	PCA009_PCA009.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCA009_PCA009.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170372.fastq.gz	NA
PDI003	PDI003_PDI003.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDI003_PDI003.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170378.fastq.gz	NA
PDI010	PDI010_PDI010.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDI010_PDI010.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170382.fastq.gz	NA
PDI011	PDI011_PDI011.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDI011_PDI011.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170383.fastq.gz	NA
PDM001	PDM001_PDM001.A0101.TF12.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM001_PDM001.A0101.TF12.12_L1_R1.fastq.gz	NA	NA	ERR4170385.fastq.gz	NA
PDM002	PDM002_PDM002.A0101.TF12.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM002_PDM002.A0101.TF12.12_L1_R1.fastq.gz	NA	NA	ERR4170386.fastq.gz	NA
PDM008	PDM008_PDM008.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM008_PDM008.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170390.fastq.gz	NA
TIB002	TIB002_TIB002.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/TIB002_TIB002.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170394.fastq.gz	NA
ALG002	ALG002_ALG002.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/ALG002_ALG002.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170396.fastq.gz	NA
CAO001	CAO001_CAO001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO001_CAO001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170401.fastq.gz	NA
CAO002008	CAO002008_CAO002008.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO002008_CAO002008.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170402.fastq.gz	NA
CAO007	CAO007_CAO007.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO007_CAO007.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170405.fastq.gz	NA
CAO010	CAO010_CAO010.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO010_CAO010.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170407.fastq.gz	NA
CAO015	CAO015_CAO015.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO015_CAO015.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170411.fastq.gz	NA
CAO019	CAO019_CAO019.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO019_CAO019.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170415.fastq.gz	NA
CAO021	CAO021_CAO021.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO021_CAO021.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170417.fastq.gz	NA
CAO024	CAO024_CAO024.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO024_CAO024.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170420.fastq.gz	NA
CAO029	CAO029_CAO029.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO029_CAO029.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170423.fastq.gz	NA
CAO031	CAO031_CAO031.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO031_CAO031.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170425.fastq.gz	NA
CIP002	CIP002_CIP002.A0101.MT1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP002_CIP002.A0101.MT1.12_L1_R1.fastq.gz	NA	NA	ERR4170433.fastq.gz	NA
CIP003	CIP003_CIP003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP003_CIP003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170434.fastq.gz	NA
CIP007012	CIP007012_CIP007012.A0101.MT1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP007012_CIP007012.A0101.MT1.12_L1_R1.fastq.gz	NA	NA	ERR4170435.fastq.gz	NA
CUC002	CUC002_CUC002.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CUC002_CUC002.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170441.fastq.gz	NA
LAV001	LAV001_LAV001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV001_LAV001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170448.fastq.gz	NA
LAV006	LAV006_LAV006.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV006_LAV006.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170453.fastq.gz	NA
LAV007	LAV007_LAV007.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV007_LAV007.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170454.fastq.gz	NA
LAV008	LAV008_LAV008.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV008_LAV008.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170455.fastq.gz	NA
LAV010	LAV010_LAV010.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV010_LAV010.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170457.fastq.gz	NA
LAV011	LAV011_LAV011.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV011_LAV011.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170458.fastq.gz	NA
LOI001	LOI001_LOI001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LOI001_LOI001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170460.fastq.gz	NA
PCA001	PCA001_PCA001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCA001_PCA001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170462.fastq.gz	NA
PCA002	PCA002_PCA002.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCA002_PCA002.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170463.fastq.gz	NA
PCV003	PCV003_PCV003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCV003_PCV003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170469.fastq.gz	NA
PCV004	PCV004_PCV004.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCV004_PCV004.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170470.fastq.gz	NA
PDI003	PDI003_PDI003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDI003_PDI003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170471.fastq.gz	NA
PDI008	PDI008_PDI008.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDI008_PDI008.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170473.fastq.gz	NA
PDM001	PDM001_PDM001.A0101.MT1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM001_PDM001.A0101.MT1.12_L1_R1.fastq.gz	NA	NA	ERR4170478.fastq.gz	NA
PDM003	PDM003_PDM003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM003_PDM003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170480.fastq.gz	NA
PDM004	PDM004_PDM004.B0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM004_PDM004.B0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170481.fastq.gz	NA
PDM006	PDM006_PDM006.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM006_PDM006.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170482.fastq.gz	NA
TIB002	TIB002_TIB002.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/TIB002_TIB002.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170487.fastq.gz	NA
ALG001	ALG001_ALG001.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/ALG001_ALG001.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170302.fastq.gz	NA
CAA001003	CAA001003_CAA001003.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAA001003_CAA001003.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170306.fastq.gz	NA
CAO017	CAO017_CAO017.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO017_CAO017.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170320.fastq.gz	NA
CAO019	CAO019_CAO019.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO019_CAO019.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170322.fastq.gz	NA
CAO020	CAO020_CAO020.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO020_CAO020.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170323.fastq.gz	NA
CAO024	CAO024_CAO024.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO024_CAO024.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170327.fastq.gz	NA
CAO028	CAO028_CAO028.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO028_CAO028.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170329.fastq.gz	NA
CAO029	CAO029_CAO029.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO029_CAO029.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170330.fastq.gz	NA
CDE002	CDE002_CDE002.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CDE002_CDE002.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170335.fastq.gz	NA
CDE004	CDE004_CDE004.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CDE004_CDE004.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170337.fastq.gz	NA
CIP010	CIP010_CIP010.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP010_CIP010.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170345.fastq.gz	NA
CUC002	CUC002_CUC002.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CUC002_CUC002.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170348.fastq.gz	NA
CUC003	CUC003_CUC003.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CUC003_CUC003.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170349.fastq.gz	NA
CUC004	CUC004_CUC004.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CUC004_CUC004.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170350.fastq.gz	NA
GUY001	GUY001_GUY001.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/GUY001_GUY001.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170352.fastq.gz	NA
LAV005	LAV005_LAV005.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV005_LAV005.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170359.fastq.gz	NA
LAV012	LAV012_LAV012.A0101.TF1.1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV012_LAV012.A0101.TF1.1.1_L1_R1.fastq.gz	NA	NA	ERR4170366.fastq.gz	NA
MTO001	MTO001_MTO001.A0101.TF1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/MTO001_MTO001.A0101.TF1.12_L1_R1.fastq.gz	NA	NA	ERR4170368.fastq.gz	NA
PCA006	PCA006_PCA006.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCA006_PCA006.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170371.fastq.gz	NA
PCA010	PCA010_PCA010.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCA010_PCA010.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170373.fastq.gz	NA
PDI006	PDI006_PDI006.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDI006_PDI006.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170379.fastq.gz	NA
PDI008	PDI008_PDI008.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDI008_PDI008.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170380.fastq.gz	NA
PDI012013	PDI012013_PDI012013.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDI012013_PDI012013.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170384.fastq.gz	NA
PDM006	PDM006_PDM006.A0101.TF2.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM006_PDM006.A0101.TF2.1_L1_R1.fastq.gz	NA	NA	ERR4170389.fastq.gz	NA
PDM010	PDM010_PDM010.A0101.TF1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PDM010_PDM010.A0101.TF1.1_L1_R1.fastq.gz	NA	NA	ERR4170392.fastq.gz	NA
ALG003	ALG003_ALG003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/ALG003_ALG003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170397.fastq.gz	NA
ALG004	ALG004_ALG004.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	none	<PATH_TO_DATA>/ALG004_ALG004.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170398.fastq.gz	NA
CAA001003	CAA001003_CAA001003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAA001003_CAA001003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170399.fastq.gz	NA
CAO009013	CAO009013_CAO009013.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO009013_CAO009013.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170406.fastq.gz	NA
CAO014	CAO014_CAO014.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO014_CAO014.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170410.fastq.gz	NA
CAO016	CAO016_CAO016.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO016_CAO016.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170412.fastq.gz	NA
CAO018	CAO018_CAO018.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO018_CAO018.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170414.fastq.gz	NA
CAO022026	CAO022026_CAO022026.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO022026_CAO022026.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170418.fastq.gz	NA
CAO023025	CAO023025_CAO023025.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO023025_CAO023025.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170419.fastq.gz	NA
CAO030	CAO030_CAO030.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO030_CAO030.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170424.fastq.gz	NA
CAO032	CAO032_CAO032.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CAO032_CAO032.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170426.fastq.gz	NA
CDE001	CDE001_CDE001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CDE001_CDE001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170427.fastq.gz	NA
CDE002	CDE002_CDE002.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CDE002_CDE002.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170428.fastq.gz	NA
CDE003	CDE003_CDE003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CDE003_CDE003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170429.fastq.gz	NA
CDE005	CDE005_CDE005.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CDE005_CDE005.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170431.fastq.gz	NA
CIP001	CIP001_CIP001.A0101.TF1.1mt	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP001_CIP001.A0101.TF1.1mt_L1_R1.fastq.gz	NA	NA	ERR4170432.fastq.gz	NA
CIP009	CIP009_CIP009.A0101.MT1.12	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CIP009_CIP009.A0101.MT1.12_L1_R1.fastq.gz	NA	NA	ERR4170437.fastq.gz	NA
CUC001	CUC001_CUC001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CUC001_CUC001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170440.fastq.gz	NA
CUC003	CUC003_CUC003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/CUC003_CUC003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170442.fastq.gz	NA
GUY002	GUY002_GUY002.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/GUY002_GUY002.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170446.fastq.gz	NA
LAV002	LAV002_LAV002.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV002_LAV002.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170449.fastq.gz	NA
LAV003	LAV003_LAV003.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV003_LAV003.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170450.fastq.gz	NA
LAV005	LAV005_LAV005.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV005_LAV005.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170452.fastq.gz	NA
LAV009	LAV009_LAV009.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV009_LAV009.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170456.fastq.gz	NA
LAV012	LAV012_LAV012.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/LAV012_LAV012.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170459.fastq.gz	NA
MTO001	MTO001_MTO001.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/MTO001_MTO001.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170461.fastq.gz	NA
PCA006	PCA006_PCA006.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCA006_PCA006.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170464.fastq.gz	NA
PCA010	PCA010_PCA010.A0101.MT1.1	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/PCA010_PCA010.A0101.MT1.1_L1_R1.fastq.gz	NA	NA	ERR4170466.fastq.gz	NA
